rank,url,path,route_type,clicks,impressions,ctr,expected_ctr,missed_clicks,position,business_value,score,need,top_queries,action
80,https://shaffercon.com/industry-insights/ev-charger-installation-in-los-angeles-what-property-owners-need-to-know/,/industry-insights/ev-charger-installation-in-los-angeles-what-property-owners-need-to-know/,blog,0,45,0.0,0.025,1.1,7.76,5,8.407,ctr,,"CTR fix, rewrite title and meta around proven queries"
81,https://shaffercon.com/industry-insights/tesla-q1-results-beat-chargepoint-600kw-express-solo-rivian-r2-production-launch-nyserda-45m-nevi-ford-ev-sales-collapse-rivian-overtakes/,/industry-insights/tesla-q1-results-beat-chargepoint-600kw-express-solo-rivian-r2-production-launch-nyserda-45m-nevi-ford-ev-sales-collapse-rivian-overtakes/,blog,0,45,0.0,0.025,1.1,5.16,5,8.407,ctr,chargepoint 600 kw charger; chargepoint express solo 600 kw charger,"CTR fix, rewrite title and meta around proven queries"
82,https://shaffercon.com/service-areas/santa-clarita/residential-ev-charger-installation/,/service-areas/santa-clarita/residential-ev-charger-installation/,service_detail,0,44,0.0,0.025,1.1,7.41,5,8.357,ctr,,"CTR fix, rewrite title and meta around proven queries"
83,https://shaffercon.com/industry-insights/ev-charging-in-2024-essential-trends-and-installation-tips-for-homeowners-businesses-in-los-angeles/,/industry-insights/ev-charging-in-2024-essential-trends-and-installation-tips-for-homeowners-businesses-in-los-angeles/,blog,0,43,0.0,0.025,1.1,7.07,5,8.306,ctr,,"CTR fix, rewrite title and meta around proven queries"
84,https://shaffercon.com/service-areas/pasadena/commercial-smart-automation-systems/,/service-areas/pasadena/commercial-smart-automation-systems/,service_detail,0,85,0.0,0.012,1.0,17.25,5,8.305,links,smart lighting control pasadena; commercial automation los angeles ca; commercial automation solutions los angeles; commercial automation solutions los angeles ca; commercial automation services los angeles,"Ranking lift, add internal links and local proof"
85,https://shaffercon.com/industry-insights/commercial-electrical-code-compliance-los-angeles/,/industry-insights/commercial-electrical-code-compliance-los-angeles/,blog,0,42,0.0,0.025,1.1,9.81,5,8.253,ctr,electrical compliance electrician,"CTR fix, rewrite title and meta around proven queries"
86,https://shaffercon.com/service-areas/pasadena/commercial-security-motion-lighting/,/service-areas/pasadena/commercial-security-motion-lighting/,service_detail,0,42,0.0,0.025,1.1,7.38,5,8.253,ctr,commercial lighting solutions pasadena,"CTR fix, rewrite title and meta around proven queries"
87,https://shaffercon.com/service-areas/long-beach/commercial-smart-automation-systems/,/service-areas/long-beach/commercial-smart-automation-systems/,service_detail,0,40,0.0,0.05,2.0,4.58,5,8.225,ctr,industrial automation installation long beach ca; industrial automation system installation long beach ca,"CTR fix, rewrite title and meta around proven queries"
88,https://shaffercon.com/industry-insights/why-upgrading-your-electrical-panel-is-crucial-for-los-angeles-homes/,/industry-insights/why-upgrading-your-electrical-panel-is-crucial-for-los-angeles-homes/,blog,0,41,0.0,0.025,1.0,5.49,5,8.199,ctr,,"CTR fix, rewrite title and meta around proven queries"
89,https://shaffercon.com/service-areas/culver-city/residential-ev-charger-installation/,/service-areas/culver-city/residential-ev-charger-installation/,service_detail,0,40,0.0,0.025,1.0,8.8,5,8.145,ctr,60amp ev charger continuous load vs charging only load calculation; home ev charging station culver city ca,"CTR fix, rewrite title and meta around proven queries"
90,https://shaffercon.com/industry-insights/the-state-of-ev-charging-the-reality-innovations-and-whats-next-for-electric-vehicle-owners/,/industry-insights/the-state-of-ev-charging-the-reality-innovations-and-whats-next-for-electric-vehicle-owners/,blog,0,77,0.0,0.012,0.9,12.72,5,8.116,links,"""enphase iq ev charger 2"" torque terminals; what's ahead for ultrafast ev charging; ev charging industry; state of charge ev","Ranking lift, add internal links and local proof"
91,https://shaffercon.com/industry-insights/electrician-redondo-beach-ev-charger/,/industry-insights/electrician-redondo-beach-ev-charger/,blog,0,39,0.0,0.025,1.0,9.82,5,8.088,ctr,home ev charging station installers redondo beach; electrical panel upgrades redondo beach,"CTR fix, rewrite title and meta around proven queries"
92,https://shaffercon.com/service-areas/glendale/residential-ev-charger-installation/,/service-areas/glendale/residential-ev-charger-installation/,service_detail,0,39,0.0,0.025,1.0,8.82,5,8.088,ctr,ev charger installation glendale; ev charger installation glendale; home ev charging station installation glendale,"CTR fix, rewrite title and meta around proven queries"
93,https://shaffercon.com/service-areas/glendale/residential-landscape-outdoor-lighting/,/service-areas/glendale/residential-landscape-outdoor-lighting/,service_detail,0,203,0.0,0.012,2.4,14.31,4,8.044,links,landscape lighting glendale; low voltage landscape lighting glendale; outdoor lighting glendale; landscape lighting glendale; outdoor lighting glendale,"Ranking lift, add internal links and local proof"
94,https://shaffercon.com/industry-insights/ultimate-guide-to-ev-charger-installation-incentives-in-los-angeles-funding-tax-credits-and-future-proof-solutions-for-2024/,/industry-insights/ultimate-guide-to-ev-charger-installation-incentives-in-los-angeles-funding-tax-credits-and-future-proof-solutions-for-2024/,blog,0,71,0.0,0.012,0.9,11.18,5,7.961,ctr,,"CTR fix, rewrite title and meta around proven queries"
95,https://shaffercon.com/industry-insights/holiday-lighting-installation-safety-best-practices/,/industry-insights/holiday-lighting-installation-safety-best-practices/,blog,0,86,0.0,0.025,2.1,7.34,4,7.925,ctr,holiday lighting installation los angeles,"CTR fix, rewrite title and meta around proven queries"
96,https://shaffercon.com/industry-insights/the-green-revolution-how-ev-solutions-reduce-energy-waste-and-save-money/,/industry-insights/the-green-revolution-how-ev-solutions-reduce-energy-waste-and-save-money/,blog,0,36,0.0,0.025,0.9,7.8,5,7.912,ctr,,"CTR fix, rewrite title and meta around proven queries"
97,https://shaffercon.com/service-areas/beverly-hills/commercial-electrical-code-compliance-corrections/,/service-areas/beverly-hills/commercial-electrical-code-compliance-corrections/,service_detail,0,36,0.0,0.025,0.9,8.78,5,7.912,ctr,commercial electrical code compliance in los angeles; commercial electrical code compliance contractor near me,"CTR fix, rewrite title and meta around proven queries"
98,https://shaffercon.com/industry-insights/the-future-is-electric-the-importance-of-ev-charging-stations-in-commercial-properties/,/industry-insights/the-future-is-electric-the-importance-of-ev-charging-stations-in-commercial-properties/,blog,0,68,0.0,0.012,0.8,18.76,5,7.879,links,level 3 ev charging for retail properties; ev charging for commercial properties; ev charging for commercial property; level 3 ev charging for retail properties,"Ranking lift, add internal links and local proof"
99,https://shaffercon.com/service-areas/torrance/commercial-electrical-safety-inspections/,/service-areas/torrance/commercial-electrical-safety-inspections/,service_detail,0,66,0.0,0.012,0.8,19.05,5,7.822,links,torrance electrical safety; commercial property inspection torrance,"Ranking lift, add internal links and local proof"
100,https://shaffercon.com/industry-insights/boosting-local-economy-and-sustainability-the-impact-of-expanding-ev-charging-stations-in-los-angeles/,/industry-insights/boosting-local-economy-and-sustainability-the-impact-of-expanding-ev-charging-stations-in-los-angeles/,blog,0,34,0.0,0.025,0.9,6.74,5,7.786,ctr,,"CTR fix, rewrite title and meta around proven queries"
101,https://shaffercon.com/industry-insights/the-future-of-sustainable-transportation-exploring-the-rise-of-ev-charging-stations/,/industry-insights/the-future-of-sustainable-transportation-exploring-the-rise-of-ev-charging-stations/,blog,0,34,0.0,0.025,0.9,6.24,5,7.786,ctr,,"CTR fix, rewrite title and meta around proven queries"
102,https://shaffercon.com/service-areas/hollywood/commercial-backup-generator-installation/,/service-areas/hollywood/commercial-backup-generator-installation/,service_detail,0,34,0.0,0.025,0.9,9.12,5,7.786,ctr,commercial generator hollywood,"CTR fix, rewrite title and meta around proven queries"
103,https://shaffercon.com/service-areas/pasadena/residential-electrical-panel-upgrades/,/service-areas/pasadena/residential-electrical-panel-upgrades/,service_detail,0,34,0.0,0.025,0.9,9.38,5,7.786,ctr,panel upgrade pasadena; electrical panel upgrades pasadena; panel upgrade pasadena,"CTR fix, rewrite title and meta around proven queries"
104,https://shaffercon.com/service-areas/burbank/commercial-electrical-panel-upgrades/,/service-areas/burbank/commercial-electrical-panel-upgrades/,service_detail,0,63,0.0,0.012,0.8,16.47,5,7.734,links,electrical panel upgrades burbank; electrical panel upgrades burbank; commercial electrician services burbank; commercial insulation burbank,"Ranking lift, add internal links and local proof"
105,https://shaffercon.com/service-areas/silver-lake/commercial-landscape-outdoor-lighting/,/service-areas/silver-lake/commercial-landscape-outdoor-lighting/,service_detail,0,61,0.0,0.012,0.7,12.18,5,7.673,links,commercial hardscape in silver lake; commercial hardscape in silver lake,"Ranking lift, add internal links and local proof"
106,https://shaffercon.com/industry-insights/the-complete-guide-to-ev-charging-infrastructure-in-los-angeles-trends-technologies-and-installation-tips-for-property-owners/,/industry-insights/the-complete-guide-to-ev-charging-infrastructure-in-los-angeles-trends-technologies-and-installation-tips-for-property-owners/,blog,0,32,0.0,0.025,0.8,9.5,5,7.653,ctr,ev infrastructure development,"CTR fix, rewrite title and meta around proven queries"
107,https://shaffercon.com/service-areas/santa-clarita/commercial-data-network-av-wiring/,/service-areas/santa-clarita/commercial-data-network-av-wiring/,service_detail,1,62,0.016129032258064516,0.012,0.0,10.07,5,7.647,links,,"Ranking lift, add internal links and local proof"
108,https://shaffercon.com/service-areas/pacific-palisades/residential-landscape-outdoor-lighting/,/service-areas/pacific-palisades/residential-landscape-outdoor-lighting/,service_detail,0,74,0.0,0.025,1.9,7.58,4,7.639,ctr,"landscape lighting design pacific palisades; landscape lighting design pacific palisades, ca","CTR fix, rewrite title and meta around proven queries"
109,https://shaffercon.com/industry-insights/electric-vehicle-charging-in-los-angeles-key-insights-and-future-trends/,/industry-insights/electric-vehicle-charging-in-los-angeles-key-insights-and-future-trends/,blog,0,31,0.0,0.025,0.8,9.35,5,7.584,ctr,,"CTR fix, rewrite title and meta around proven queries"
110,https://shaffercon.com/service-areas/burbank/commercial-smart-automation-systems/,/service-areas/burbank/commercial-smart-automation-systems/,service_detail,0,31,0.0,0.025,0.8,5.35,5,7.584,ctr,smart controls burbank; smart controls burbank,"CTR fix, rewrite title and meta around proven queries"
111,https://shaffercon.com/service-areas/torrance/commercial-pool-hot-tub-spa-electrical/,/service-areas/torrance/commercial-pool-hot-tub-spa-electrical/,service_detail,0,30,0.0,0.05,1.5,4.73,5,7.569,ctr,,"CTR fix, rewrite title and meta around proven queries"
